type,maturity,coupon,bid,ask,price,ytm,ttm_years,id
note,2032-03-31,0.041299999999999996,98.03125,98.09375,98.09375,0.0452,5.593429158110883,N20320331_41
note,2032-04-30,0.04,97.375,97.4375,97.4375,0.0452,5.675564681724846,N20320430_40
note,2032-05-15,0.0288,91.6875,91.75,91.75,0.0453,5.716632443531828,N20320515_29
note,2032-05-31,0.041299999999999996,97.9375,98.0,98.0,0.0452,5.760438056125941,N20320531_41
note,2032-06-30,0.04,97.28125,97.3125,97.3125,0.0453,5.842573579739904,N20320630_40
note,2032-07-31,0.04,97.21875,97.25,97.25,0.0453,5.927446954141,N20320731_40
note,2032-08-15,0.0275,90.6875,90.71875,90.71875,0.0454,5.968514715947981,N20320815_28
note,2032-08-31,0.0388,96.5,96.5625,96.5625,0.0454,6.012320328542095,N20320831_39
note,2032-09-30,0.0388,96.4375,96.5,96.5,0.0454,6.094455852156058,N20320930_39
note,2032-10-31,0.0375,95.6875,95.71875,95.71875,0.0455,6.179329226557153,N20321031_38
note,2032-11-15,0.041299999999999996,97.6875,97.71875,97.71875,0.0455,6.220396988364135,N20321115_41
note,2032-11-30,0.0375,95.625,95.65625,95.65625,0.0455,6.261464750171116,N20321130_38
note,2032-12-31,0.0388,96.25,96.28125,96.28125,0.0455,6.346338124572211,N20321231_39
note,2033-01-31,0.04,96.875,96.90625,96.90625,0.045599999999999995,6.431211498973306,N20330131_40
note,2033-02-15,0.035,94.03125,94.09375,94.09375,0.045700000000000005,6.4722792607802875,N20330215_35
note,2033-02-28,0.0375,95.4375,95.46875,95.46875,0.045599999999999995,6.507871321013004,N20330228_38
note,2033-03-31,0.0425,98.1875,98.21875,98.21875,0.045599999999999995,6.5927446954141,N20330331_42
note,2033-04-30,0.041299999999999996,97.40625,97.46875,97.46875,0.045700000000000005,6.674880219028063,N20330430_41
note,2033-05-15,0.0338,93.0625,93.09375,93.09375,0.0458,6.715947980835044,N20330515_34
note,2033-05-31,0.0425,98.0625,98.125,98.125,0.0458,6.759753593429158,N20330531_42
note,2033-06-30,0.0425,98.03125,98.09375,98.09375,0.0458,6.841889117043121,N20330630_42
note,2033-07-31,0.0438,98.71875,98.75,98.75,0.045899999999999996,6.926762491444216,N20330731_44
note,2033-08-15,0.0388,95.71875,95.78125,95.78125,0.045899999999999996,6.967830253251198,N20330815_39
note,2033-11-15,0.045,99.3125,99.375,99.375,0.046,7.219712525667351,N20331115_45
note,2034-02-15,0.04,96.0625,96.125,96.125,0.0462,7.471594798083505,N20340215_40
note,2034-05-15,0.0438,98.34375,98.40625,98.40625,0.0462,7.715263518138261,N20340515_44
note,2034-08-15,0.0388,94.875,94.9375,94.9375,0.0464,7.967145790554415,N20340815_39
note,2034-11-15,0.0425,97.1875,97.25,97.25,0.0466,8.219028062970569,N20341115_42
note,2035-02-15,0.0463,99.65625,99.71875,99.71875,0.0467,8.470910335386721,N20350215_46
note,2035-05-15,0.0425,96.9375,97.0,97.0,0.0467,8.714579055441478,N20350515_42
note,2035-08-15,0.0425,96.78125,96.84375,96.84375,0.046900000000000004,8.966461327857632,N20350815_42
note,2035-11-15,0.04,94.78125,94.84375,94.84375,0.046900000000000004,9.218343600273785,N20351115_40
note,2036-02-15,0.041299999999999996,95.5625,95.625,95.625,0.047,9.470225872689939,N20360215_41
note,2036-02-15,0.045,99.09375,99.15625,99.15625,0.0461,9.470225872689939,N20360215_45
note,2036-05-15,0.0438,97.34375,97.40625,97.40625,0.0471,9.716632443531827,N20360515_44
note,2036-08-15,0.0463,99.1875,99.25,99.25,0.0472,9.96851471594798,N20360815_46
bond,2037-02-15,0.0475,100.53125,100.59375,100.59375,0.046799999999999994,10.472279260780287,B20370215_48
bond,2037-05-15,0.05,102.625,102.6875,102.6875,0.046799999999999994,10.715947980835045,B20370515_50
bond,2038-02-15,0.0438,97.0,97.0625,97.0625,0.0471,11.471594798083505,B20380215_44
bond,2038-05-15,0.045,97.71875,97.78125,97.78125,0.0475,11.715263518138261,B20380515_45
bond,2039-02-15,0.035,87.78125,87.84375,87.84375,0.0481,12.470910335386721,B20390215_35
bond,2039-05-15,0.0425,94.25,94.3125,94.3125,0.048499999999999995,12.714579055441478,B20390515_42
bond,2039-08-15,0.045,96.25,96.3125,96.3125,0.0489,12.966461327857632,B20390815_45
bond,2039-11-15,0.0438,94.78125,94.84375,94.84375,0.049100000000000005,13.218343600273785,B20391115_44
bond,2040-02-15,0.0463,97.03125,97.09375,97.09375,0.0492,13.470225872689939,B20400215_46
bond,2040-05-15,0.0113,61.78125,61.84375,61.84375,0.05,13.716632443531827,B20400515_11
bond,2040-05-15,0.0438,94.375,94.4375,94.4375,0.049400000000000006,13.716632443531827,B20400515_44
bond,2040-08-15,0.0113,61.09375,61.15625,61.15625,0.050300000000000004,13.96851471594798,B20400815_11
bond,2040-08-15,0.0388,89.09375,89.15625,89.15625,0.0496,13.96851471594798,B20400815_39
bond,2040-11-15,0.0138,63.0,63.0625,63.0625,0.050499999999999996,14.220396988364135,B20401115_14
bond,2040-11-15,0.0425,92.625,92.6875,92.6875,0.049699999999999994,14.220396988364135,B20401115_42
bond,2041-02-15,0.018799999999999997,67.625,67.6875,67.6875,0.050499999999999996,14.472279260780287,B20410215_19
bond,2041-02-15,0.0475,97.4375,97.5,97.5,0.05,14.472279260780287,B20410215_48
bond,2041-05-15,0.0225,71.0,71.0625,71.0625,0.0507,14.715947980835045,B20410515_22
bond,2041-05-15,0.0438,93.34375,93.40625,93.40625,0.0501,14.715947980835045,B20410515_44
bond,2041-08-15,0.0175,65.21875,65.28125,65.28125,0.0509,14.967830253251197,B20410815_18
bond,2041-08-15,0.0375,86.5,86.5625,86.5625,0.0504,14.967830253251197,B20410815_38
bond,2041-11-15,0.0313,79.46875,79.53125,79.53125,0.0507,15.219712525667351,B20411115_31
bond,2041-11-30,0.02,67.34375,67.40625,67.40625,0.051100000000000007,15.260780287474333,B20411130_20
bond,2042-02-15,0.023799999999999998,70.875,70.9375,70.9375,0.0512,15.471594798083505,B20420215_24
bond,2042-02-15,0.0313,79.0625,79.125,79.125,0.0509,15.471594798083505,B20420215_31
bond,2042-05-15,0.03,77.3125,77.375,77.375,0.051100000000000007,15.715263518138261,B20420515_30
bond,2042-05-15,0.0325,80.0,80.0625,80.0625,0.051100000000000007,15.715263518138261,B20420515_32
bond,2042-08-15,0.0275,74.1875,74.25,74.25,0.0513,15.967145790554415,B20420815_28
bond,2042-08-15,0.0338,81.03125,81.09375,81.09375,0.0512,15.967145790554415,B20420815_34
bond,2042-11-15,0.0275,73.8125,73.875,73.875,0.051500000000000004,16.21902806297057,B20421115_28
bond,2042-11-15,0.04,87.625,87.6875,87.6875,0.0513,16.21902806297057,B20421115_40
bond,2043-02-15,0.0313,77.59375,77.65625,77.65625,0.051500000000000004,16.470910335386723,B20430215_31
bond,2043-02-15,0.0388,85.96875,86.03125,86.03125,0.051399999999999994,16.470910335386723,B20430215_39
bond,2043-05-15,0.0288,74.46875,74.53125,74.53125,0.051699999999999996,16.71457905544148,B20430515_29
bond,2043-05-15,0.0388,85.71875,85.78125,85.78125,0.051500000000000004,16.71457905544148,B20430515_39
bond,2043-08-15,0.0363,82.625,82.6875,82.6875,0.051699999999999996,16.966461327857633,B20430815_36
bond,2043-08-15,0.0438,91.21875,91.28125,91.28125,0.051500000000000004,16.966461327857633,B20430815_44
bond,2043-11-15,0.0375,83.84375,83.90625,83.90625,0.051699999999999996,17.218343600273784,B20431115_38
bond,2043-11-15,0.0475,95.34375,95.40625,95.40625,0.051500000000000004,17.218343600273784,B20431115_48
bond,2044-02-15,0.0363,82.125,82.1875,82.1875,0.0519,17.470225872689937,B20440215_36
bond,2044-02-15,0.045,92.28125,92.34375,92.34375,0.051699999999999996,17.470225872689937,B20440215_45
bond,2044-05-15,0.0338,79.0,79.0625,79.0625,0.052000000000000005,17.71663244353183,B20440515_34
bond,2044-05-15,0.0463,93.625,93.6875,93.6875,0.051699999999999996,17.71663244353183,B20440515_46
bond,2044-08-15,0.0313,75.78125,75.84375,75.84375,0.0521,17.968514715947983,B20440815_31
bond,2044-08-15,0.041299999999999996,87.5625,87.625,87.625,0.0519,17.968514715947983,B20440815_41
bond,2044-11-15,0.03,74.03125,74.09375,74.09375,0.052199999999999996,18.220396988364133,B20441115_30
bond,2044-11-15,0.0463,93.34375,93.40625,93.40625,0.0519,18.220396988364133,B20441115_46
bond,2045-02-15,0.025,67.78125,67.84375,67.84375,0.0524,18.472279260780287,B20450215_25
bond,2045-02-15,0.0475,94.75,94.8125,94.8125,0.0519,18.472279260780287,B20450215_48
bond,2045-05-15,0.03,73.46875,73.53125,73.53125,0.052300000000000006,18.715947980835043,B20450515_30
bond,2045-05-15,0.05,97.625,97.6875,97.6875,0.052000000000000005,18.715947980835043,B20450515_50
bond,2045-08-15,0.0288,71.65625,71.71875,71.71875,0.0525,18.967830253251197,B20450815_29
bond,2045-08-15,0.048799999999999996,96.03125,96.09375,96.09375,0.052000000000000005,18.967830253251197,B20450815_49
bond,2045-11-15,0.03,72.96875,73.03125,73.03125,0.0524,19.21971252566735,B20451115_30
bond,2045-11-15,0.0463,92.90625,92.96875,92.96875,0.0521,19.21971252566735,B20451115_46
bond,2046-02-15,0.025,66.5625,66.625,66.625,0.0526,19.471594798083505,B20460215_25
bond,2046-02-15,0.0463,92.8125,92.875,92.875,0.0521,19.471594798083505,B20460215_46
bond,2046-05-15,0.025,66.3125,66.375,66.375,0.0526,19.71526351813826,B20460515_25
bond,2046-05-15,0.05,97.40625,97.46875,97.46875,0.0521,19.71526351813826,B20460515_50
bond,2046-08-15,0.0225,62.875,62.9375,62.9375,0.0528,19.967145790554415,B20460815_22
bond,2046-08-15,0.0513,98.9375,99.0,99.0,0.0521,19.967145790554415,B20460815_51
bond,2046-11-15,0.0288,70.4375,70.5,70.5,0.0526,20.21902806297057,B20461115_29
bond,2047-02-15,0.03,71.8125,71.875,71.875,0.0526,20.470910335386723,B20470215_30
bond,2047-05-15,0.03,71.59375,71.65625,71.65625,0.0526,20.71457905544148,B20470515_30
bond,2047-08-15,0.0275,68.15625,68.21875,68.21875,0.0527,20.966461327857633,B20470815_28
bond,2047-11-15,0.0275,67.90625,67.96875,67.96875,0.0528,21.218343600273784,B20471115_28
bond,2048-02-15,0.03,70.90625,70.96875,70.96875,0.0528,21.470225872689937,B20480215_30
bond,2048-05-15,0.0313,72.375,72.4375,72.4375,0.0527,21.71663244353183,B20480515_31
bond,2048-08-15,0.03,70.5625,70.625,70.625,0.0528,21.968514715947983,B20480815_30
bond,2048-11-15,0.0338,75.3125,75.375,75.375,0.0527,22.220396988364133,B20481115_34
bond,2049-02-15,0.03,70.1875,70.25,70.25,0.0528,22.472279260780287,B20490215_30
bond,2049-05-15,0.0288,68.34375,68.40625,68.40625,0.0528,22.715947980835043,B20490515_29
bond,2049-08-15,0.0225,59.75,59.8125,59.8125,0.053,22.967830253251197,B20490815_22
bond,2049-11-15,0.023799999999999998,61.1875,61.25,61.25,0.0529,23.21971252566735,B20491115_24
bond,2050-02-15,0.02,55.9375,56.0,56.0,0.053,23.471594798083505,B20500215_20
bond,2050-05-15,0.0125,45.625,45.6875,45.6875,0.053,23.71526351813826,B20500515_12
bond,2050-08-15,0.0138,46.9375,47.0,47.0,0.053099999999999994,23.967145790554415,B20500815_14
bond,2050-11-15,0.0163,50.0625,50.125,50.125,0.053099999999999994,24.21902806297057,B20501115_16
bond,2051-02-15,0.018799999999999997,53.25,53.3125,53.3125,0.053,24.470910335386723,B20510215_19
bond,2051-05-15,0.023799999999999998,59.96875,60.03125,60.03125,0.0529,24.71457905544148,B20510515_24
bond,2051-08-15,0.02,54.5625,54.625,54.625,0.053,24.966461327857633,B20510815_20
bond,2051-11-15,0.018799999999999997,52.5625,52.625,52.625,0.053,25.218343600273784,B20511115_19
bond,2052-02-15,0.0225,57.6875,57.75,57.75,0.0529,25.470225872689937,B20520215_22
bond,2052-05-15,0.0288,66.375,66.4375,66.4375,0.0528,25.71663244353183,B20520515_29
bond,2052-08-15,0.03,68.0,68.0625,68.0625,0.0527,25.968514715947983,B20520815_30
bond,2052-11-15,0.04,82.15625,82.21875,82.21875,0.0526,26.220396988364133,B20521115_40
bond,2053-02-15,0.0363,76.75,76.8125,76.8125,0.0526,26.472279260780287,B20530215_36
bond,2053-05-15,0.0363,76.6875,76.75,76.75,0.0526,26.715947980835043,B20530515_36
bond,2053-08-15,0.041299999999999996,83.84375,83.90625,83.90625,0.0525,26.967830253251197,B20530815_41
bond,2053-11-15,0.0475,92.90625,92.96875,92.96875,0.0524,27.21971252566735,B20531115_48
bond,2054-02-15,0.0425,85.59375,85.65625,85.65625,0.0524,27.471594798083505,B20540215_42
bond,2054-05-15,0.0463,91.09375,91.15625,91.15625,0.052300000000000006,27.71526351813826,B20540515_46
bond,2054-08-15,0.0425,85.5625,85.625,85.625,0.0524,27.967145790554415,B20540815_42
bond,2054-11-15,0.045,89.21875,89.28125,89.28125,0.052300000000000006,28.21902806297057,B20541115_45
bond,2055-02-15,0.0463,91.0625,91.125,91.125,0.052300000000000006,28.470910335386723,B20550215_46
bond,2055-05-15,0.0475,92.9375,93.0,93.0,0.052199999999999996,28.71457905544148,B20550515_48
bond,2055-08-15,0.0475,92.9375,93.0,93.0,0.052199999999999996,28.966461327857633,B20550815_48
bond,2055-11-15,0.0463,91.0625,91.125,91.125,0.052199999999999996,29.218343600273784,B20551115_46
bond,2056-02-15,0.0475,93.0,93.0625,93.0625,0.0521,29.470225872689937,B20560215_48
bond,2056-05-15,0.05,96.84375,96.90625,96.90625,0.0521,29.71663244353183,B20560515_50
bond,2056-08-15,0.0513,98.71875,98.78125,98.78125,0.0521,29.968514715947983,B20560815_51
